1099.9999,499.99988
1099.9999,499.99988
1099.9999,499.99988
1099.9999,499.99988
1099.9999,299.99988
1099.9999,299.99988
1099.9999,299.99988
1099.9999,299.99988
1099.9999,99.99988
1099.9999,99.99988
1099.9999,99.99988
1099.9999,99.99988
1064.983,497.8141
1064.983,497.8141
1064.983,497.8141
1064.983,497.8141
1069.7223,305.1947
1069.7223,305.1947
1069.7223,305.1947
1069.7223,305.1947
1069.483,112.11853
1069.483,112.11853
1069.483,112.11853
1069.483,112.11853
1037.746,496.11386
1037.746,496.11386
1037.746,496.11386
1037.746,496.11386
1036.8772,310.82993
1036.8772,310.82993
1036.8772,310.82993
1036.8772,310.82993
1046.6523,121.18497
1046.6523,121.18497
1046.6523,121.18497
1046.6523,121.18497
1014.0321,494.63354
1014.0321,494.63354
1014.0321,494.63354
1014.0321,494.63354
1008.9995,315.61298
1008.9995,315.61298
1008.9995,315.61298
1008.9995,315.61298
1028.3849,128.43912
1028.3849,128.43912
1028.3849,128.43912
1028.3849,128.43912
992.62885,493.2975
992.62885,493.2975
992.62885,493.2975
992.62885,493.2975
986.02515,319.5544
986.02515,319.5544
986.02515,319.5544
986.02515,319.5544
1010.4755,135.55115
1010.4755,135.55115
1010.4755,135.55115
1010.4755,135.55115
963.7301,491.49356
963.7301,491.49356
963.7301,491.49356
963.7301,491.49356
965.13544,323.13846
965.13544,323.13846
965.13544,323.13846
965.13544,323.13846
992.9563,142.50827
992.9563,142.50827
992.9563,142.50827
992.9563,142.50827
937.4064,489.85037
937.4064,489.85037
937.4064,489.85037
937.4064,489.85037
945.2461,326.5508
945.2461,326.5508
945.2461,326.5508
945.2461,326.5508
974.59595,149.79922
974.59595,149.79922
974.59595,149.79922
974.59595,149.79922
907.1353,487.96082
907.1353,487.96082
907.1353,487.96082
907.1353,487.96082
926.19446,329.8196
926.19446,329.8196
926.19446,329.8196
926.19446,329.8196
955.0926,157.54425
955.0926,157.54425
955.0926,157.54425
955.0926,157.54425
885.98145,486.64038
885.98145,486.64038
885.98145,486.64038
885.98145,486.64038
908.0692,332.9293
908.0692,332.9293
908.0692,332.9293
908.0692,332.9293
936.49536,164.92944
936.49536,164.92944
936.49536,164.92944
936.49536,164.92944
866.58435,485.42957
866.58435,485.42957
866.58435,485.42957
866.58435,485.42957
890.0327,336.02377
890.0327,336.02377
890.0327,336.02377
890.0327,336.02377
917.65625,172.4107
917.65625,172.4107
917.65625,172.4107
917.65625,172.4107
847.631,484.24652
847.631,484.24652
847.631,484.24652
847.631,484.24652
871.36536,339.2264
871.36536,339.2264
871.36536,339.2264
871.36536,339.2264
899.6213,179.57245
899.6213,179.57245
899.6213,179.57245
899.6213,179.57245
827.7997,483.00854
827.7997,483.00854
827.7997,483.00854
827.7997,483.00854
850.1847,342.86044
850.1847,342.86044
850.1847,342.86044
850.1847,342.86044
883.3892,186.01825
883.3892,186.01825
883.3892,186.01825
883.3892,186.01825
808.2477,481.78806
808.2477,481.78806
808.2477,481.78806
808.2477,481.78806
828.94507,346.50464
828.94507,346.50464
828.94507,346.50464
828.94507,346.50464
859.8987,195.34653
859.8987,195.34653
859.8987,195.34653
859.8987,195.34653
789.8783,480.64142
789.8783,480.64142
789.8783,480.64142
789.8783,480.64142
808.1541,350.07175
808.1541,350.07175
808.1541,350.07175
808.1541,350.07175
834.6561,205.37073
834.6561,205.37073
834.6561,205.37073
834.6561,205.37073
775.9453,479.77173
775.9453,479.77173
775.9453,479.77173
775.9453,479.77173
790.7582,353.05637
790.7582,353.05637
790.7582,353.05637
790.7582,353.05637
817.93634,212.01053
817.93634,212.01053
817.93634,212.01053
817.93634,212.01053
